Unnamed: 0,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
23,Anthony Edwards,MIN,21,79,40,39,36.0,24.6,8.9,19.5,45.9,2.7,7.3,36.9,4.0,5.3,75.6,0.6,5.2,5.8,4.4,3.3,1.6,0.7,2.4,41.9,9.0,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DeMar DeRozan,CHI,33,74,37,37,36.2,24.5,8.9,17.6,50.4,0.6,1.9,32.4,6.2,7.1,87.2,0.5,4.2,4.6,5.1,2.1,1.1,0.5,2.5,40.5,6.0,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Nikola Jokic,DEN,28,69,48,21,33.7,24.5,9.4,14.8,63.2,0.8,2.2,38.3,4.9,6.0,82.2,2.4,9.4,11.8,9.8,3.6,1.3,0.7,2.5,55.7,58.0,29.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Pascal Siakam,TOR,29,71,35,36,37.4,24.2,8.9,18.5,48.0,1.3,4.0,32.4,5.2,6.7,77.4,1.8,6.0,7.8,5.8,2.4,0.9,0.5,3.2,44.3,24.0,2.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Jalen Brunson,NYK,26,68,40,28,35.0,24.0,8.6,17.6,49.1,2.0,4.7,41.6,4.8,5.8,82.9,0.6,3.0,3.5,6.2,2.1,0.9,0.2,2.2,38.8,5.0,0.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Kawhi Leonard,LAC,32,52,33,19,33.6,23.8,8.6,16.8,51.2,2.0,4.8,41.6,4.7,5.4,87.1,1.1,5.4,6.5,3.9,1.7,1.4,0.5,1.6,41.6,4.0,0.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Paul George,LAC,33,56,32,24,34.6,23.8,8.2,17.9,45.7,2.8,7.6,37.1,4.6,5.3,87.1,0.8,5.3,6.1,5.1,3.1,1.5,0.4,2.8,41.2,8.0,1.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
30,LaMelo Ball,CHA,21,36,13,23,35.2,23.3,8.2,20.0,41.1,4.0,10.6,37.6,2.8,3.4,84.3,1.2,5.3,6.4,8.4,3.6,1.3,0.3,3.3,44.8,17.0,3.0,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Bradley Beal,WAS,30,50,24,26,33.5,23.2,8.9,17.6,50.6,1.6,4.4,36.5,3.8,4.6,84.2,0.8,3.1,3.9,5.4,2.9,0.9,0.7,2.1,37.8,2.0,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Kristaps Porzingis,WAS,27,65,27,38,32.6,23.2,7.8,15.7,49.8,2.1,5.5,38.5,5.4,6.4,85.1,1.8,6.6,8.4,2.7,2.1,0.9,1.5,3.0,42.4,20.0,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Jimmy Butler,MIA,33,64,35,29,33.4,22.9,7.5,13.9,53.9,0.6,1.6,35.0,7.4,8.7,85.0,2.2,3.7,5.9,5.3,1.6,1.8,0.3,1.3,42.8,11.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Jalen Green,HOU,21,76,20,56,34.2,22.1,7.4,17.9,41.6,2.5,7.3,33.8,4.8,6.1,78.6,0.6,3.2,3.7,3.7,2.6,0.8,0.2,1.7,32.6,0.0,0.0,-5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Keldon Johnson,SAS,23,63,17,46,32.8,22.0,8.0,17.7,45.2,2.1,6.5,32.9,3.9,5.2,74.9,0.9,4.2,5.0,2.9,2.1,0.7,0.2,2.0,33.0,5.0,0.0,-7.8,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Klay Thompson,GSW,33,69,38,31,33.0,21.9,7.9,18.1,43.6,4.4,10.6,41.2,1.7,1.9,87.9,0.6,3.6,4.1,2.4,1.8,0.7,0.4,1.9,32.0,2.0,0.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Darius Garland,CLE,23,69,40,29,35.5,21.6,7.6,16.4,46.2,2.4,6.0,41.0,4.0,4.7,86.3,0.4,2.3,2.7,7.8,2.9,1.2,0.1,2.1,37.7,18.0,0.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Bojan Bogdanovic,DET,34,59,15,44,32.1,21.6,7.3,14.9,48.8,2.5,6.0,41.1,4.5,5.1,88.4,0.6,3.2,3.8,2.6,2.3,0.6,0.1,1.9,29.8,0.0,0.0,-5.6,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Desmond Bane,MEM,25,58,38,20,31.7,21.5,7.8,16.2,47.9,2.9,7.0,40.8,3.1,3.5,88.3,0.7,4.3,5.0,4.4,2.2,1.0,0.4,2.6,36.0,1.0,0.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Kyle Kuzma,WAS,27,64,29,35,35.0,21.2,8.0,17.8,44.8,2.5,7.5,33.3,2.7,3.7,73.0,0.9,6.4,7.2,3.7,3.0,0.6,0.5,2.3,35.6,14.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Terry Rozier,CHA,29,63,19,44,35.3,21.1,7.8,18.9,41.5,2.6,8.0,32.7,2.8,3.5,80.9,0.8,3.3,4.1,5.1,2.1,1.2,0.3,1.9,35.8,1.0,0.0,-4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Anfernee Simons,POR,24,62,27,35,35.0,21.1,7.5,16.9,44.7,3.4,9.1,37.7,2.6,2.9,89.4,0.3,2.3,2.6,4.1,2.1,0.7,0.2,2.3,30.9,0.0,0.0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
43,James Harden,PHI,33,58,39,19,36.8,21.0,6.4,14.5,44.1,2.8,7.2,38.5,5.4,6.2,86.7,0.7,5.4,6.1,10.7,3.4,1.2,0.5,1.9,46.2,36.0,5.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CJ McCollum,NOP,31,75,38,37,35.3,20.9,7.8,17.9,43.7,2.8,7.2,38.9,2.4,3.2,76.9,0.7,3.6,4.4,5.7,2.4,0.9,0.5,2.0,36.6,6.0,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Jordan Clarkson,UTA,31,61,30,31,32.6,20.8,7.5,16.9,44.4,2.5,7.5,33.8,3.3,4.0,81.6,1.2,2.9,4.0,4.4,3.0,0.5,0.2,2.0,31.5,3.0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Karl-Anthony Towns,MIN,27,29,15,14,33.0,20.8,7.3,14.8,49.5,2.1,5.7,36.6,4.1,4.7,87.4,1.7,6.5,8.1,4.8,3.0,0.7,0.6,3.8,38.6,9.0,0.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Tyrese Haliburton,IND,23,56,28,28,33.6,20.7,7.4,15.0,49.0,2.9,7.2,40.0,3.1,3.6,87.1,0.6,3.1,3.7,10.4,2.5,1.6,0.4,1.2,44.5,32.0,0.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Jerami Grant,POR,29,63,28,35,35.6,20.5,6.9,14.5,47.5,2.3,5.7,40.1,4.4,5.4,81.3,0.8,3.7,4.5,2.4,1.8,0.8,0.8,2.4,32.5,2.0,0.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Dejounte Murray,ATL,26,74,38,36,36.4,20.5,8.3,17.8,46.4,1.8,5.2,34.4,2.1,2.6,83.2,0.7,4.5,5.3,6.1,2.2,1.5,0.3,1.4,39.0,8.0,1.0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Jordan Poole,GSW,24,82,44,38,30.0,20.4,6.7,15.6,43.0,2.6,7.8,33.6,4.4,5.1,87.0,0.4,2.4,2.7,4.5,3.1,0.8,0.3,2.6,30.5,1.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
